Metadata_matrix,Metadata_id,Metadata_condition,Metadata_dose,Track_Sector,mean directionality,sem directionality,mean speed,sem speed,mean xFMI,sem xFMI,mean yFMI,sem yFMI,n,n_per_experiment,fraction per sector in %
HEM,E2,CP17,50,2,0.3725770483261614,0.3860525294293721,0.4701278550770832,0.2593121089217879,1.2907793677599875,0.23252533102767944,-0.38293013256868325,0.472733493977971,7,42,0.16666666666666666
HEM,E2,CP17,50,3,0.05157445218251469,0.29602544467293374,-0.34924240300365256,0.25361577453662537,0.010850463872042077,0.11007131836573823,1.1361761460335977,0.29839139386682406,18,42,0.42857142857142855
HEM,E2,CP17,50,4,1.1087922191567772,0.48865098539079926,0.6075772309829598,0.338960757073956,-0.3396203600163095,0.26627021343545915,-2.575011338558396,0.5236784632416751,6,42,0.14285714285714285
HEM,E3,CP17,5,1,0.2637421465828419,0.301044251596849,-0.13283354874739478,0.22235835555984426,-0.887637612422738,0.24943028964495198,-0.14811705046023774,0.21577626184189183,11,81,0.13580246913580246
HEM,E3,CP17,5,2,0.3333656284450241,0.15102463627769724,-0.0692191812875425,0.1324535858707788,2.08002039580291,0.13199799389474998,0.15903822170415144,0.08647092321824502,42,81,0.5185185185185185
HEM,E3,CP17,5,3,-0.02162432672529222,0.23696358053506902,-0.3037344027240333,0.16655565964168006,0.7353264874764787,0.22412404891676133,0.7830752833355017,0.1477101371667065,17,81,0.20987654320987653
HEM,E3,CP17,5,4,-0.36354806705053894,0.1852701648291011,-0.34090798321670296,0.27265888469788563,0.6874548352313039,0.15330213591362796,-0.932984828231721,0.13797564797016493,11,81,0.13580246913580246
HEM,E3,CP17,50,1,-0.003465220509916794,0.2529699214850828,-0.10392229174799596,0.1739774929544705,-0.746238969638605,0.23623331385453453,-0.3187291907109586,0.08045494778680692,14,67,0.208955223880597
HEM,E3,CP17,50,2,-0.4666425112186887,0.23054762477131954,-0.2403480909987529,0.14681735380831143,1.4233572885727976,0.18369821346606743,-0.23418499045138652,0.12437733455119426,14,67,0.208955223880597
HEM,E3,CP17,50,3,-0.522841505070549,0.12701545347190846,0.0029987241309892064,0.1561062368886415,0.5423491142093246,0.08316787396082563,0.5471154267784488,0.0940026101195454,18,67,0.26865671641791045
HEM,E3,CP17,50,4,-0.07145633903417488,0.21562572267487817,-0.42235758064834306,0.1469905996799569,0.4477554904223344,0.11287601706218148,-1.1977733509382993,0.15543855958938033,21,67,0.31343283582089554
HEM,E4,CP17,5,1,0.15797518202503283,0.11013488535487,-0.6586087796968686,0.12391299401634179,-0.9041403372047719,0.094633790778376,-0.14382977124621552,0.07058213179330858,64,198,0.32323232323232326
HEM,E4,CP17,5,2,0.2836124158147975,0.1633702165472011,-0.4150234588739727,0.15714548663311353,1.517006176906603,0.13329548008944347,-0.1445584341869408,0.11488351417784927,40,198,0.20202020202020202
HEM,E4,CP17,5,3,0.3578504611104328,0.14789561671610202,-0.5242746119181299,0.1768158672142763,0.1870857899523937,0.10656357707031495,1.1640408441666614,0.11784351874185654,57,198,0.2878787878787879
HEM,E4,CP17,5,4,0.260424432015928,0.17076994748906893,-0.6731231819308342,0.1524238356627326,0.1666054750474323,0.1112049026100798,-1.3111209916061775,0.14092494005979397,37,198,0.18686868686868688
HEM,E4,CP17,50,1,0.3622759315091422,0.16076505200467378,-0.418718527767107,0.18754547456362008,-1.0737087939755754,0.13853693725591812,0.05722773594846853,0.09756619677582541,43,104,0.41346153846153844
HEM,E4,CP17,50,2,0.1261541425382284,0.22043650171042248,0.12368423802203175,0.2610749638848683,1.4072028209901906,0.19634935244987817,-0.20004993485335426,0.11794216484009538,20,104,0.19230769230769232
HEM,E4,CP17,50,3,0.13119597399277091,0.23558116835142945,-0.589407434059019,0.20954134341443928,-0.0695425284218526,0.14671543945325577,0.9759893754456354,0.17876297057199372,27,104,0.25961538461538464
HEM,E4,CP17,50,4,0.43383714728461403,0.3612810692813532,-0.38667377083119164,0.3772578725855135,0.06691124499639424,0.19804731556188165,-1.4429062456506527,0.30899143338368384,14,104,0.1346153846153846
HEM,E5,CP17,5,1,-0.36147763465529026,0.10187888366660405,-0.35733590897198747,0.10202870532793724,-0.6292627896163345,0.07042946909562335,0.00583680307058083,0.07229994154032435,50,138,0.36231884057971014
HEM,E5,CP17,5,2,-0.25962325886192883,0.17290419418037936,-0.38623260836932405,0.18679575386020286,1.0372522661147625,0.12237881123922556,-0.02485042406487664,0.12127834945399539,22,138,0.15942028985507245
HEM,E5,CP17,5,3,-0.08460035855391969,0.13494159836638198,-0.20067805777742143,0.13394244332305125,-0.03920763591141485,0.09575148696070686,0.9872352902924615,0.09097193890779326,35,138,0.2536231884057971
HEM,E5,CP17,5,4,-0.07564053646411868,0.15414823249157025,-0.15750352765319883,0.16459189718055706,0.0925972658234413,0.09198467489703904,-1.067924715720209,0.10563276881147335,31,138,0.2246376811594203
HEM,E5,CP17,50,1,-0.15545728207320522,0.12238282828441674,-0.13474798545738018,0.1003390946420671,-0.8165847202060695,0.09046586959676059,-0.1306135565359016,0.06581160435385003,47,162,0.29012345679012347
HEM,E5,CP17,50,2,0.15730958141923695,0.1423694544986139,0.024684359482252633,0.11894373273682901,1.3511247114708151,0.10237410767676826,0.06126943537385045,0.1104505081336765,34,162,0.20987654320987653
HEM,E5,CP17,50,3,-0.01378837519458634,0.1357569296438803,-0.05960427508117653,0.11995740794414819,0.05440876129334374,0.08931073663567919,1.0452467801679937,0.09597565077745117,43,162,0.2654320987654321
HEM,E5,CP17,50,4,-0.09876871866496996,0.1592729132837541,-0.3275592439295015,0.11594420956558066,0.09467111118086367,0.09707964518286133,-1.0125934673150307,0.11007410650850977,38,162,0.2345679012345679
HEM,E6,CP17,5,1,-0.14403856421215155,0.10862907349103837,0.010614834269793566,0.12484103025936977,-0.7624153993320523,0.06991339425568842,-0.09506306327032914,0.06041530989649782,73,155,0.47096774193548385
HEM,E6,CP17,5,2,-0.41245710150059245,0.2045940750203102,-0.21839069067418782,0.15358514167712206,1.2555492685198721,0.12748270745896972,-0.32035669172352665,0.10177732012378728,20,155,0.12903225806451613
HEM,E6,CP17,5,3,-0.053048267623150396,0.1939248141239486,0.11645287933215462,0.19419530694791906,0.043853260022397776,0.1045209517770928,0.9399618031670632,0.1189025696357471,34,155,0.21935483870967742
HEM,E6,CP17,5,4,-0.20380779937350502,0.2067828220327073,0.01951172723044175,0.22567210699654214,0.21188128479781362,0.11111587189617744,-1.2101210380284508,0.12749150176941954,28,155,0.18064516129032257
HEM,E6,CP17,50,1,-0.48167667211224463,0.1336398958211564,0.09534172406984025,0.12563807957947615,-0.5475514137932058,0.08252491443612991,-0.23186094907566185,0.07045572684778542,45,113,0.39823008849557523
HEM,E6,CP17,50,2,-0.9687347979419186,0.15395281159242574,-0.37395982294911817,0.13417831731482738,0.8957623498143974,0.0946624984184413,-0.06542018300898583,0.06917702024316155,25,113,0.22123893805309736
HEM,E6,CP17,50,3,-0.4317295859125613,0.2182333304860566,0.015494457674376275,0.12010890585190427,0.0708027057922804,0.10382668125896619,0.7075861245112663,0.1299043769538788,28,113,0.24778761061946902
HEM,E6,CP17,50,4,-0.756958260070965,0.22537175586082045,0.26177273166731435,0.29375073931287876,0.2861956539763811,0.11347745848471426,-0.8787718885247844,0.13440379364656266,15,113,0.13274336283185842
HEM,F1,SP17,5,1,0.26944486628132697,0.15367163386731594,-0.07401302862385019,0.10693341432869344,-1.163168162317796,0.10082771990275993,0.07026366795116175,0.11803823275246582,31,85,0.36470588235294116
HEM,F1,SP17,5,2,-0.11985645805811457,0.2749490898251731,0.16469539635181824,0.2236262622586736,0.8545843764735958,0.19034463441565228,0.20944678328027486,0.13614348690188224,14,85,0.16470588235294117
HEM,F1,SP17,5,3,-0.22390558594753085,0.1779531063209825,-0.10482486066699781,0.0923127671864705,-0.22479835988928287,0.09481808038465848,1.0932474678543007,0.14730322045561986,25,85,0.29411764705882354
HEM,F1,SP17,5,4,0.03447981460274126,0.22779398270328668,0.24028657223836788,0.18925892934927172,-0.32869473933844323,0.16363566113419925,-1.106884475890992,0.1637222466573312,15,85,0.17647058823529413
HEM,F1,SP17,50,1,-0.713737933741775,0.11127456671503805,-1.065926558554463,0.08331532151285026,-0.512140733745746,0.07596989401616323,0.12526304299320662,0.06383742207411144,20,51,0.39215686274509803
HEM,F1,SP17,50,2,-0.3411536439742182,0.3508997095545212,-0.7746264160129563,0.18498823773837925,0.6966126601470568,0.21126402536333838,0.30979711219820827,0.2383080597106079,6,51,0.11764705882352941
HEM,F1,SP17,50,3,-0.46605308308719545,0.196660371238259,-1.0642103445769477,0.13041697284623938,-0.10532920775750255,0.08023391862133364,0.9382979262337237,0.1785659183832461,13,51,0.2549019607843137
HEM,F1,SP17,50,4,0.09625206682614053,0.3197722262697878,-0.662450685601312,0.20447970171448515,0.012227271448485092,0.14198275114603293,-1.2599023988447051,0.29202607442784845,12,51,0.23529411764705882
HEM,F2,SP17,5,1,0.2370861448266619,0.10550042366306224,-0.8229318833822955,0.10924974245068804,-0.9551741025191217,0.08096294839630319,0.062119263250644575,0.07197306637194466,75,199,0.3768844221105528
HEM,F2,SP17,5,2,-0.30663693338680426,0.19258675099147823,-0.872751812126295,0.2103588045274419,1.4413795543738237,0.14938361204635708,-0.2198305709311215,0.0873595764287267,29,199,0.1457286432160804
HEM,F2,SP17,5,3,-0.006157259321377494,0.14314958551570273,-0.39596120109074623,0.17647703006621698,0.38371183296752387,0.1153433753086447,0.9597824896025305,0.08632228349189212,44,199,0.22110552763819097
HEM,F2,SP17,5,4,0.023144166586677794,0.14524006949966545,-0.665305376621062,0.15152340988253243,0.42212603720131725,0.09797352017238437,-1.1474525578261983,0.09359645156638365,51,199,0.2562814070351759
HEM,F2,SP17,50,1,0.5309473340131085,0.16524052891051091,-0.41688926734107234,0.20555164526771916,-1.1687800372301365,0.12632167678615577,-0.07477236128992144,0.0946649433514785,72,231,0.3116883116883117
HEM,F2,SP17,50,2,-0.042655015520062456,0.17692681538252664,-0.5789187611934914,0.25105576221899795,1.6610902149430902,0.13402028413220501,-0.15270245773476177,0.0876307979654405,41,231,0.1774891774891775
HEM,F2,SP17,50,3,0.48618471914751066,0.16450293885659967,-0.18449602076933536,0.2066195336815742,0.30732936821704376,0.1347457049423819,1.2391532080152279,0.1026021326342128,59,231,0.2554112554112554
HEM,F2,SP17,50,4,-0.004691865587574827,0.14753955122731954,-0.6232134208677519,0.19812603061555295,0.3945865702642125,0.07114208551489103,-1.1543519075748685,0.10351253751652849,59,231,0.2554112554112554
HEM,F3,SP17,5,1,-0.30561843758750923,0.3076547695493242,-1.0005644558912674,0.18012512125508123,-0.591371048890292,0.1982482503798025,0.04345914245294748,0.16774318652089443,12,55,0.21818181818181817
HEM,F3,SP17,5,2,-0.39745190159424515,0.15932626960277269,-0.6042642831734473,0.2097038353460821,1.0118654175464163,0.10710070632236489,-0.20325880005996896,0.09283670847713747,22,55,0.4
HEM,F3,SP17,5,3,0.001223356180056731,0.2722916342784595,-0.27602905473129835,0.3711689991668922,-0.007484611124964509,0.17906192753184696,0.9334857854024402,0.20849550406430417,11,55,0.2
HEM,F3,SP17,5,4,-0.3297144130869685,0.2944428878268523,-0.8698872202435693,0.18437049712584055,0.40270971643841047,0.14498360541838626,-1.172951963581398,0.22380092999134538,10,55,0.18181818181818182
HEM,F3,SP17,50,1,0.23686534764484748,0.12870697294221836,0.5365829977788551,0.11706790461691916,-0.9243696965589651,0.08663911338904981,-0.0841365996906571,0.09837158423154298,63,182,0.34615384615384615
HEM,F3,SP17,50,2,0.03460662219682267,0.22078334706666491,0.5390122197245905,0.20761259034985868,1.2492235233435047,0.1410007272617815,0.07600401436344262,0.13345115213592437,31,182,0.17032967032967034
HEM,F3,SP17,50,3,-0.016642642664938166,0.15893325848737036,0.23774503068690717,0.13154130918155324,0.10956893092268209,0.08151061623063507,0.9525432362892883,0.12449369549500698,49,182,0.2692307692307692
HEM,F3,SP17,50,4,0.18277146068777556,0.1587537669363182,0.5377520325284223,0.14512102898121837,0.05525700468731746,0.10424507740469363,-1.5444346125452346,0.11775775780444783,39,182,0.21428571428571427
HEM,E1,vehicle,None,1,0.10177654341112237,0.1513380532244318,0.01973423272565826,0.15169986014805675,-0.7635434951108115,0.1198718623322961,-0.03302541327165332,0.09456066718366574,56,144,0.3888888888888889
HEM,E1,vehicle,None,2,-0.19791763086937939,0.1577288497904357,-0.11732499239747786,0.1654386442537344,1.1758945575263182,0.1316716177940187,0.012997638424821528,0.09373242674074453,25,144,0.1736111111111111
HEM,E1,vehicle,None,3,-0.04628035919052073,0.15704676844074256,-0.03240929826722653,0.1450969788922429,0.16920521152098733,0.10380983442086388,1.133530800519682,0.12772559034969116,30,144,0.20833333333333334
HEM,E1,vehicle,None,4,0.019298942922038417,0.18058662975793308,0.0848571734944511,0.18654342796461176,0.25105804370963264,0.09133712239209135,-0.984286116151467,0.15512677326002516,33,144,0.22916666666666666
HEM,E2,vehicle,None,1,0.10650306729331935,0.29438229581242437,-0.06382476620072616,0.27314681429387977,-0.7287151755896004,0.1803536656119613,0.05023487492641007,0.2267871469328681,20,44,0.45454545454545453
HEM,E2,vehicle,None,2,0.1970561926897901,0.2427122766652321,-0.045195200110504666,0.1998861608565127,1.2785625027597824,0.17042741188906887,-0.19533876499824485,0.24434125836815793,9,44,0.20454545454545456
HEM,E2,vehicle,None,3,-0.14137588543888657,0.19597551421997697,0.09162244876907093,0.25588035126994957,0.2205612788976541,0.178351112179152,0.8619201957851768,0.18900334386495776,9,44,0.20454545454545456
HEM,E2,vehicle,None,4,-0.4385306851874205,0.1959625636053838,0.14310834768123729,0.4746689579827725,0.1803649128125132,0.09865916417806136,-1.1673217292684313,0.2104920001873672,6,44,0.13636363636363635
HEM,E3,vehicle,None,1,0.01605175969241203,0.2500166272108321,0.2264798275670278,0.24976529287008398,-0.6573957367223787,0.21104928888851568,-0.06375304972201239,0.16228069191790317,16,40,0.4
HEM,E3,vehicle,None,2,-0.4519126373934951,0.34902208715970473,-0.4482513970585637,0.3497573130078291,1.346728657723806,0.23647503151661056,-0.08079243280060894,0.3202791005762137,4,40,0.1
HEM,E3,vehicle,None,3,0.23376402007819955,0.315817786753878,0.10093184355662133,0.332514263711224,0.14922197474020904,0.24999109606893113,1.0187033569650197,0.20513164258273198,11,40,0.275
HEM,E3,vehicle,None,4,-0.11339798070720061,0.3731780758973089,-0.32676910355122435,0.3270340089845622,0.38777504828005976,0.2634369128280839,-1.095835377762287,0.25016110870538105,9,40,0.225
HEM,E4,vehicle,None,1,0.25564428572036524,0.2812402036614205,0.2603627008524742,0.24591344389630815,-0.930173455593633,0.22630532306359058,0.27075442117315135,0.17682125769538207,17,57,0.2982456140350877
HEM,E4,vehicle,None,2,-0.5314086240388785,0.14081516955704326,-0.189544384261466,0.2752138341589304,0.8367129111540791,0.11531759802407912,-0.0836377948763408,0.09946571250359451,13,57,0.22807017543859648
HEM,E4,vehicle,None,3,0.0036207005216497656,0.20796805145027622,0.14084062188152946,0.25971017578248246,0.3564190774488549,0.17957316697213418,0.85789855756245,0.16101535147167975,14,57,0.24561403508771928
HEM,E4,vehicle,None,4,0.1932053421504707,0.34206507208462006,-0.30260443272572546,0.2816164474704833,-0.004168168015018179,0.2339425402423678,-1.1943164332634957,0.2661416136403157,13,57,0.22807017543859648
HEM,E5,vehicle,None,1,0.04353169296891252,0.1461464070977648,0.0754583008953442,0.15199195681202593,-0.9536149866338414,0.10432473983813967,-0.03950258252813734,0.08120644593461646,52,167,0.31137724550898205
HEM,E5,vehicle,None,2,0.07691800482176839,0.2084093718370637,0.12466728513089859,0.18180428065453286,1.3290262608407986,0.14745148923329113,0.052795929960564765,0.11782749913819379,26,167,0.15568862275449102
HEM,E5,vehicle,None,3,-0.15712035222265264,0.133464167710392,-0.2001598089876294,0.15532625839465722,0.21413395528234913,0.07844592035742651,0.9576524627584238,0.09312883283547764,49,167,0.2934131736526946
HEM,E5,vehicle,None,4,0.08588452747901333,0.15498476769861305,0.06606623951081485,0.12317261028627116,0.11351831785659697,0.08971626833206489,-1.1560882640668577,0.11473319763630337,40,167,0.23952095808383234
HEM,E6,vehicle,None,1,-0.11749176103249977,0.1594445723808197,-0.09433976691088938,0.15353247984565782,-0.7705380003764536,0.10216984603127678,-0.23506889646425594,0.08507572313124395,43,121,0.35537190082644626
HEM,E6,vehicle,None,2,-0.04176227445321821,0.19635989359193592,0.054446864991504584,0.19119671215453418,1.474596197920656,0.12046668069254103,0.07193015784970315,0.12384225803571904,19,121,0.15702479338842976
HEM,E6,vehicle,None,3,0.26923147331246583,0.1898855085908196,0.12398544042781506,0.19242210757490633,0.12080230798018915,0.13009181562165015,1.1332455303571043,0.11167862967470887,34,121,0.2809917355371901
HEM,E6,vehicle,None,4,-0.13232964614460765,0.16790800498327052,-0.04773541728864214,0.19306401096427306,0.040341111374744214,0.12789668569030133,-1.191562339332916,0.10045909311611463,25,121,0.2066115702479339
HEM,F1,vehicle,None,1,0.1633441895434023,0.17166997870011078,-0.1783982096306732,0.1587187288406594,-1.040164222211652,0.10747243428015982,0.07133240572240739,0.14590114085009048,32,109,0.29357798165137616
HEM,F1,vehicle,None,2,0.03339981161816446,0.18318214192718607,0.0949879288982938,0.1607282682542462,0.9595179168983047,0.11835853359952961,0.20811912120233247,0.10693288382188179,38,109,0.3486238532110092
HEM,F1,vehicle,None,3,-0.2060083994082113,0.21289304909560464,-0.11929942477030225,0.22611294116610026,-0.09675026351407086,0.10961196884381262,1.1383105753962082,0.1929182276915039,14,109,0.12844036697247707
HEM,F1,vehicle,None,4,-0.1444835726065663,0.1885239673254763,0.15077573427322497,0.24239735422351352,-0.07287688168662891,0.08932621655449685,-1.0451004657741034,0.167219136840209,25,109,0.22935779816513763
HEM,F2,vehicle,None,1,0.020002079198657062,0.1697950347672237,-0.018131431168605272,0.16551928915612452,-0.7758051299812055,0.12249675978585035,0.016811463275644596,0.10420796805673525,41,103,0.39805825242718446
HEM,F2,vehicle,None,2,-0.3326899718093481,0.15602908368789184,0.09571652625660619,0.32888944913620205,1.443076753143774,0.12835203951997864,-0.12983051020353634,0.12272264627546096,9,103,0.08737864077669903
HEM,F2,vehicle,None,3,0.05983214643308109,0.17596866561698357,0.10746411688403948,0.21637591201281198,0.3179404270189148,0.12593333959317735,1.004166106133962,0.12385585163783559,28,103,0.27184466019417475
HEM,F2,vehicle,None,4,0.019952975960516792,0.21768907197371576,-0.12508221324598964,0.1476265488377631,0.396719503776234,0.15292276844667455,-1.1054978549688215,0.14467724676159707,25,103,0.24271844660194175
HEM,F3,vehicle,None,1,0.1619094249855685,0.1763340845447774,0.031282678803567165,0.1818314971880614,-0.9084761620724772,0.11530106733984803,-0.1755663492992806,0.11963563448074065,38,98,0.3877551020408163
HEM,F3,vehicle,None,2,-0.24331984755479213,0.22183320759383196,-0.20032328733839672,0.19768784059534922,1.1252444497621903,0.16005685334080894,-0.16193702133797303,0.08836953978784454,19,98,0.19387755102040816
HEM,F3,vehicle,None,3,0.3786335754627651,0.19855381885859538,0.3517834437124432,0.20851650585221806,0.4557664316826731,0.10791418524830361,1.3084154721911505,0.16004867870130915,22,98,0.22448979591836735
HEM,F3,vehicle,None,4,-0.5189168266363882,0.15147872892564856,-0.26957026825156716,0.18854702330124334,0.16397832190808984,0.10353278321868803,-1.0019376689163768,0.10767424636958035,19,98,0.19387755102040816
